class,0,1,2,3
GALAXY,0.1270081588022542,0.43445201446715453,0.17416098914963413,0.2643788375809572
QSO,0.6265492326354095,0.05099941986182163,0.29444649543800433,0.028004852064764517
STAR,0.18597758636658332,0.15990552931369825,0.29151616189682317,0.36260072242289526
