class,0,1,2
GALAXY,0.4508537303389688,0.2761544284632854,0.27299184119774583
QSO,0.6080902905964876,0.04118981066399451,0.350719898739518
STAR,0.2842919329443364,0.3967305733074002,0.3189774937482634
